indicator,factor_1,factor_2,factor_3,factor_4
v2xcl_disc,0.909706249753852,0.17702375679557533,0.1471439937897134,0.014822718202324362
v2xel_elecparl,0.09883841934311349,0.03941921410398122,0.11547957579380008,0.007952087245056694
v2xlg_leginter,-0.05016071015761975,-0.10291521903697053,-0.14486378503995828,0.00688427052732371
v2xel_elecpres,0.056864470335027,-0.14303423894410705,0.18853856639793337,0.1456821387884774
v2x_hosinter,-0.027050545549062645,-0.08880578212722617,-0.1118829536175115,0.03031981748248032
v2x_hosabort,-0.0025942332026575934,-0.058602989832184274,-0.02522547721722162,0.016153757247848913
v2x_legabort,-0.004647067798981892,-0.04015385416049811,-0.021860166241856386,0.007094768055419158
v2xex_elecleg,0.3228009449380738,0.14326811130867528,0.6196578162047156,-0.059655602440950445
v2xps_party,0.5230674064431675,0.5729516568135861,0.20792761596471027,-0.07111635329256222
v2x_divparctrl,0.1902028919592773,-0.11454384952334648,-0.14607355229410204,-0.0100141803932138
v2x_feduni,0.6487896900578067,0.2491247774854519,0.1232094287247636,0.08450585628931376
v2xca_academ,0.9197680870466214,0.13600364157135666,0.05053608864189693,0.027772562908250666
v2x_electoral_integrity,0.9617559013878034,0.1651291011213635,0.1044873989575396,-0.017360342317419855
v2x_polyarchy_stock,0.6776598375621672,0.4972392565157775,-0.05035512641886632,0.13911597469042858
v2x_libdem_stock,0.6613885143212321,0.5480764526882228,-0.11330272813284833,0.10402787196771068
v2x_partipdem_stock,0.6499666953107028,0.5297418651076888,-0.08478964153091334,0.17603790014161472
v2x_delibdem_stock,0.669192487831091,0.5285248783212586,-0.06850070759340168,0.12134889837494006
v2x_egaldem_stock,0.6161363430371067,0.623881942688097,0.007966233885677229,0.12297610734150652
v2xed_ed_inpt,-0.5489977318084351,-0.14162834131958157,0.30969067549843554,-0.1262311332132324
v2xed_ed_inco,-0.7130708254260553,-0.17587376813782682,0.2886240678546855,-0.12776707804026533
v2xed_ed_cent,-0.4544441979149171,-0.17355817625145573,0.3597669186752322,-0.16495381194680425
v2xed_ed_ptcon,-0.5333509490392863,-0.21165172664341933,0.26942480604091446,-0.07412955081485688
v2xedvd_inpt,-0.7313817873725147,-0.1677371338237092,0.27981648307946067,-0.113830303855961
v2xedvd_me_inco,-0.9516095297649203,-0.11402497184505112,-0.02418160848262243,-0.009014888442585578
v2xedvd_me_cent,-0.9436676582988925,-0.1284193704488901,-0.0015664456866631427,0.0064339405121626655
v2edcentcurrlm,-0.30076100263403766,-0.07650699683004512,0.3257840269686135,-0.2021953776038322
v2edcenttxbooks,-0.494865347098012,-0.24925908075661785,0.3166778487856103,-0.18009817020705088
